derya,0.431124241632,topredict\derya\derya (1).jpg: 0
derya,0.458676334441,topredict\derya\derya (10).jpg: 0
derya,0.444319121799,topredict\derya\derya (11).jpg: 0
derya,0.472126655752,topredict\derya\derya (12).jpg: 0
derya,0.506352899747,topredict\derya\derya (13).jpg: 0
derya,0.462303859696,topredict\derya\derya (14).jpg: 0
derya,0.43333878602,topredict\derya\derya (15).jpg: 0
derya,0.405780198952,topredict\derya\derya (16).jpg: 0
derya,0.455050007751,topredict\derya\derya (17).jpg: 0
derya,0.442338763296,topredict\derya\derya (2).jpg: 0
derya,0.388070365091,topredict\derya\derya (3).jpg: 0
derya,0.499752540765,topredict\derya\derya (4).jpg: 0
derya,0.432709102666,topredict\derya\derya (5).jpg: 0
derya,0.551400918941,topredict\derya\derya (6).jpg: 0
derya,0.431902176829,topredict\derya\derya (7).jpg: 0
derya,0.406421755294,topredict\derya\derya (8).jpg: 0
derya,0.419361559731,topredict\derya\derya (9).jpg: 0
